Agency Name,City,Address Line 1,MATCH_BY_CITY,MATCH_BY_ADDRESS,MATCH_BY_NAME_ONLY
MILLENNIUM INTERNATIONAL LLC,LEE'S SUMMIT,237 NW BLUE PARKWAY,NO,,YES
MILTOPE,HOPE HULL,3800 RICHARDSON ROAD SOUTH,NO,,
MINGO AEROSPACE LLC,OWASSO,11310 E. 81ST ST. NORTH,NO,,
MINOT AERO CENTER,MINOT,2216 NORTH BROADWAY,NO,,
MINT TURBINES LLC,STROUD,2915 NORTH STATE HIGHWAY 99,NO,,
MINUTEMAN AVIATION INC,MISSOULA,6337 AVIATION WAY WEST,NO,,
MISSION AVIATION FELLOWSHIP,NAMPA,112 N PILATUS LANE,YES,,
MISSION SYSTEMS DAVENPORT INC,DAVENPORT,2734 HICKORY GROVE ROAD,NO,,
MISSION SYSTEMS ORCHARD PARK INC,ORCHARD PARK,10 COBHAM DRIVE,NO,,
MISSIONARY MAINTENANCE SERVICE INC,COSHOCTON,24387 AIRPORT ROAD,NO,,
MISTRAS GROUP INC,JACKSONVILLE,11641 COLUMBIA PARK DRIVE WEST,NO,,
,KENT,7820 SOUTH 210TH STREET,NO,,
MISTRAS SERVICES DIVISION,AUBURN,2 MILBURY STREET,NO,,
,EAST GRANBY,16F INTERNATIONAL DRIVE,NO,,
MISTWOOD AVIATION SERVICES LLC,CHESTERFIELD,18032 EDISON AVENUE,NO,,
MIT LINCOLN LABORATORY FLIGHT FACILITY,BEDFORD,BLDG 1715 CHENNAULT ST,NO,,
MITCHELL LABORATORIES INC,PICO RIVERA,7707 BEQUETTE AVE.,NO,,
MITSUBISHI HEAVY INDUSTRIES AERO ENGINES LTD,AICHI,"1200 HIGASHI-TANAKA,",NO,,
MJ AIRCRAFT INC,ANDERSON,262 AIRPORT ROAD,NO,,
MJETS MAINTENANCE LIMITED,BANGKOK,"PRIVATE JET TERMINAL, DON MUEANG IN",NO,,
MOBILE AVIONICS TECHNOLOGIES INC,LAKE IN THE HILLS,8397 PYOTT RD,YES,,
MOBILE NDT SERVICES CORPORATION,FARMINGVILLE,12 LEEDS BOULEVARD,NO,,
MOBILE TRANSPONDER CERTIFICATION LLC,SOUTH ST. PAUL,1931 SOUTHGATE ROAD,NO,,
MOBILE TRANSPONDER SERVICES LLC,PEYTON,8266 CESSNA DR.,NO,,
MODERN AERO LLC,ST. AUGUSTINE,385 HAWKEYE  VIEW LANE,NO,,
MODERN AVIONICS ACQUISITION CORPORATION,EDEN PRAIRIE,10000 FLYING CLOUD DRIVE,NO,,
MODERN AVIONICS AND MAINTENANCE INC,MANSFIELD,"2000 HARRINGTON MEMORIAL ROAD, HANG",NO,,
MODERN MRO LLC,MIAMI,12235 SW 128TH STREET,NO,,
MOMENTUM FPD SERVICES CORPORATION,CAMARILLO,4682 CALLE BOLERO,NO,,
MONARCH AVIATION INC,DEFUNIAK SPRINGS,627 AIR PARK ROAD,YES,,
MONMOUTH AIRCRAFT SERVICE INC,BERKELEY TOWNSHIP,ROBERT J. MILLER AIRPARK,NO,,
MONTERREY JET CENTER SA DE CV,APODACA,"MONTERREY JET CENTER, S.A. DE C.V.",NO,,
MONTICELLO AVIATION INC,MONTICELLO,MONTICELLO AVIATION INC.,NO,,
MOOG AIRCRAFT SERVICES ASIA PTE LTD,SINGAPORE,21 WEST CAMP ROAD,NO,,
MOOG CONTROLS CORPORATION,BAGUIO CITY,BAGUIO CITY ECONOMIC ZONE,NO,,
MOOG CONTROLS LIMITED,TEWKESBURY,ASHCHURCH,NO,,
MOOG INC,BLACKSBURG,1213 NORTH MAIN STREET,NO,,
,ELMA,6860 SENECA STREET,NO,,
,TORRANCE,20263 WESTERN AVENUE,NO,,
MOOG WOLVERHAMPTON LIMITED,WOLVERHAMPTON,VALIANT WAY,NO,,
MOONEY INTERNATIONAL CORPORATION,KERRVILLE,165 AL MOONEY ROAD NORTH,NO,,
MOORE PERFORMANCE PRODUCTS INC,EDGEWATER,132 WEST PARK AV,NO,,
MOORHEAD AVIATION SERVICES LLC,GLYNDON,3329 70TH ST. SW.,YES,,
MORAN AEROSPACE,RANCHO CUCAMONGA,10868 BELL COURT,NO,,
MORGAN WARD (NDT) LTD,NEW MILLS,"DALE ROAD, NEW MILLS",NO,,
MORROW NDT SERVICES LLC,WHITE SETTLEMENT,7600 WAGNON ST,NO,,
MOUNTAIN AIR CARGO INC,KINSTON,KINSTON REGIONAL JETPORT,NO,,
MOYER AVIATION INC,TOBYHANNA,POCONO MTS. MUNICIPAL AIRPORT,YES,,
MP AERO LLC,VAN NUYS,7701 WOODLEY AVENUE,NO,,
MRA SYSTEMS LLC,BALTIMORE,103 CHESAPEAKE PARK PLAZA,NO,,
MRO AEROSPACE INC,SAFETY HARBOR,1600 10TH STREET SOUTH,NO,,
MRO FLORIDA INC,WINSTON-SALEM,4001 NORTH LIBERTY STREET,NO,,
MRO IBEROAMERICA SAPI DE CV,SALTILLO,"HANGAR 52, AEROPUERTO INTERNACIONA",NO,,
MRO TECHNOLOGIES LLC,DORAL,7840 N.W. 57TH STREET,NO,,
MRO TEKNIK SERVIS SAN VE TIC AS,ISTANBUL,SANAYI MAH. SABIHA GOKCEN INTERNATI,NO,,
MS COMPOSITES,LIEVIN,"42, RUE DUTEMPLE",NO,,
MSP AERO,MINNEAPOLIS,6995 34TH AVENUE SOUTH,NO,,
MT AERO INC,MEDLEY,8320 NW 74TH AVE,NO,,
MT R&O LLC,CINCINNATI,3250 SPRING GROVE AVENUE,NO,,
MT-PROPELLER GERD MUHLBAUER GMBH,ATTING,AIRPORT STRAUBING WALLMUHLE,NO,,
MT-PROPELLER USA INC,DELAND,1180 AIRPORT TERMINAL DRIVE,NO,,
MTG AEROSPACE INC,MIAMI,7938 NW 66 STREET,NO,,
MTI AVIATION INC,OPA LOCKA,13150 N.W. 45 AVE.,NO,,
MTR TECHNOLOGIES,BROOKINGS,2325 32ND AVENUE,NO,,
MTU AERO ENGINES AG,MUNICH,DACHAUER STRASSE 665,NO,,
MTU MAINTENANCE BERLIN-BRANDENBURG GMBH,LUDWIGSFELDE,DR. ERNST ZIMMERMANN STRASSE 2,NO,,
MTU MAINTENANCE DALLAS INC,FORT WORTH,2100 EAGLE PARKWAY,NO,,
MTU MAINTENANCE DO BRASIL LTDA,SAO PAULO,AV. CRUZADA BANDEIRANTES 205,NO,,
MTU MAINTENANCE HANNOVER GMBH,LANGENHAGEN,MUENCHNER STRASSE 31,NO,,
MTU MAINTENANCE SERBIA DOO,NOVA PAZOVA,1 CETVRTA CENTRALNA RADNA STREET,NO,,
MTU MAINTENANCE ZHUHAI CO LTD,ZHUHAI,NO. 1 TIANKE ROAD,NO,,
MUELLER AVIONICS,BALLWIN,584 WETHERBY TERRACE DRIVE,NO,,
MUIRHEAD AEROSPACE LIMITED,BERKSHIRE,"QUADRANT HOUSE, 50 HERON DRIVE",NO,,
MUKAMALAH AVIATION COMPANY,TANAJIB,MAINTENANCE HANGER BUILDING 2301,NO,,
,DAMMAM,KING FAHAD INTERNAIONAL AIRPORT,NO,,
,RAS TANURA,MAINTENANCE HANGER BUILDING 156,NO,,
MULTIFLIGHT LTD,LEEDS,SOUTH SIDE AVIATION - LEEDS BRADFOR,NO,,
MUNCIE AVIATION COMPANY,MUNCIE,5201 N. WALNUT STREET,NO,,
MURFREESBORO AVIATION,MURFREESBORO,1936 MEMORIAL BLVD,YES,,
MURMER AIRCRAFT SERVICES,ARCOLA,503 MCKEEVER ROAD #1504,NO,,
MURRAY AVIONICS INC,SCOTIA,240 RUDY CHASE DRIVE,YES,,
MUSTANG AVIONICS,JAMESTOWN,"3163 AIRPORT DRIVE, BUILDING E",YES,,
MVA FRANCE SAS,TREMBLAY EN FRANCE,2 RUE DE LA JEUNE FILLE,NO,,
MW AIRCRAFT SERVICES INC,CONROE,10298 CARL PICKERING MEMORIAL DR.,NO,,
MYRTLE AIR SERVICES INC,MYRTLE BEACH,1114 AIRDROME AVE,NO,,
N3 ENGINE OVERHAUL SERVICES GMBH AND COMPANY KG,ARNSTADT,GERHARD-HOLTJE-STR. 1,NO,,
NAASCO NORTHEAST CORPORATION,SHIRLEY,222 GRAND AVENUE,NO,,
NABTESCO AEROSPACE INC,KIRKLAND,12413 WILLOWS ROAD NE,NO,,
NABTESCO CORPORATION,GIFU-KEN,1110-1 MIYASHIRO TARUI-CHO,NO,,
NAMPA VALLEY HELI-SERVICES,NAMPA,4130 HELIPORT ROAD,NO,,
NAMPA VALLEY HELICOPTERS INC,MERIDIAN,1870 W. FRANKLIN ROAD,NO,,
NANJING WANGHANG AIRCRAFT COMPONENT MAINTENANCE EN,NANJING,"NO.20 KAITUO ROAD, DONG SHANQIAO IN",NO,,
NAPLES AIR CENTER,NAPLES,230 AVIATION DRIVE,NO,,
NAPLES JET CENTER,NAPLES,377 CITATION POINT,YES,,
NAS MRO SERVICES LLC,HIALEAH,2741 WEST 81ST STREET,NO,,
NATIONAL AEROTECH AVIATION INC,THOMASTON,2347 DELRAY RD,NO,,
NATIONAL AIRCRAFT SERVICE,TECUMSEH,9133  TECUMSEH-CLINTON ROAD,NO,,
NATIONAL AVIATION PRODUCTS INC,TEMPE,2223 S. WILSON ST,NO,,
NATIONAL FLIGHT SERVICES INC,SWANTON,10971 EAST AIRPORT SERVICE ROAD,NO,,
NATIONAL GRID,SYRACUSE,813 MALDEN RD.,NO,,
NATIONAL INSPECTION & CONSULTANTS LLC,FORT MYERS,9911 BAVARIA RD,NO,,
NATIONAL MACHINE COMPANY,STOW,4880 HUDSON DR.,NO,,
NATIONAL PROCESS INDUSTRIES INC,TEMECULA,42250 BALDARAY CIRCLE,NO,,
NATIONAL SANDBLASTING COMPANY INC,LOS ANGELES,7101 SOUTH MCKINLEY AVENUE,NO,,
NATIONAL TOOL GRINDING INC,ERIE,NATIONAL TOOL GRINDING INC.,NO,,
NATRONA AVIONICS LLC,CASPER,9000 BILL SULLIVAN DR.,YES,,
NAV-COM SERVICES LLC,AUSTIN,9715-A BURNET ROAD,NO,,
NAVAERO AVIONICS AB,SUNDSVALL,FORRADSGATAN 4,NO,,
NAVION AERO,MEADE,"HCR 1, BOX 45",NO,,
NAYAK-LM GMBH,DUSSELDORF,FRACHTSTRASSE 26,NO,,
NAYLOR'S INSTRUMENT SERVICE INC,GAINESVILLE,1227 NW 16TH AVENUE,NO,,
NC SERVO TECHNOLOGY CORPORATION,WESTLAND,38422 WEBB DRIVE,NO,,
ND TECHNOLOGIES LTD,SHANNON,UNIT D1 SMITHSTOWN BUSINESS PARK,NO,,
ND TESTING INC,FONTANA,11473 PACIFIC AVENUE,NO,,
NDE LABS LLC,BENBROOK,1189 MERCEDES ST,NO,,
NDE PROFESSIONALS INC,PORTLAND,"13339 NE AIRPORT WAY, SUITE 100",NO,,
NDI CONSULTANTS INC,APPLE VALLEY,"14608 FELTON COURT, SUITE 101",NO,,
NDT INSPECT-AIR INC,FRANKSVILLE,4557 96TH STREET,NO,,
NDT-SOLUTIONS INC,HOLLYWOOD,4044 N 30TH AVENUE,NO,,
NEAL AVIATION LLC,EL CAJON,2111 N. MARSHALL AVE.,YES,,
NEBRASKA GAS TURBINE INC,HOOPER,1157 COUNTY ROAD 20,NO,,
NELSON ENGINEERING CO INC,PHOENIX,4020 EAST AIRLANE DRIVE,NO,,
NEOSOURCE INC,OWASSO,405 WEST 2ND AVE.,NO,,
NEPTUNE AVIATION SERVICES INC,MISSOULA,4301 CORPORATE WAY,NO,,
NEPTUNE AVIATION SERVICESINC,ALAMAGORDO,"3500 AIRPORT ROAD, HANGER 3E",NO,,
NEVADA AIRCRAFT ENGINE LLC,HENDERSON,340 SUNPAC COURT,NO,,
NEVEON USA INC,FORT WORTH,7621 PEBBLE DRIVE,NO,,
NEW CENTURY AIR SERVICES INC,NEW CENTURY,2 AERO PLAZA,NO,,
NEW CLIPPER AVIATION MAINTENANCE LLC DBA CLIPPER,VAN NUYS,7900 BALBOA BVLD,NO,,
NEW ENGLAND CUSTOM COATERS INC,AGAWAM,100 SHOEMAKER LANE,NO,,
NEW ENGLAND PLASMA DEVELOPMENT CORPORATION,PUTNAM,14 HIGHLAND DRIVE,NO,,
NEW ENGLAND PROPELLER SERVICE INC,EAST HADDAM,"LOT #6, MATTHEWS DRIVE",NO,,
NEW GARDEN FLYING FIELD REPAIR STATION,TOUGHKENAMON,NEW GARDEN AIRPORT,NO,,
NEW GENERATION AEROSPACE INC,MEDLEY,7790 NW 67TH ST.,NO,,
NEW IMAGE AERO INTERIORS CORP,EDGEWATER,2020 HIBISCUS DRIVE UNIT B,NO,,
NEW JERSEY STATE POLICE,WEST TRENTON,241 SCOTCH ROAD,NO,,
NEW MEXICO AIRCRAFT PROPELLER LLC,BOSQUE,31 PINO ROAD,NO,,
NEW MOON AVIATION LLC,MADRAS,1990 NW BERG DR,NO,,
NEW TECH AIRCRAFT SERVICES INC,HAWTHORNE,13658 HAWTHORNE BLVD,NO,,
NEW WORLD AVIATION INC,ALLENTOWN,987 POSTAL ROAD,NO,,
NEW YORK STATE POLICE AVIATION,LATHAM,739 ALBANY SHAKER RD.,NO,,
NEWBURN JR WILLIAM A,FRESNO,668 W. KEARNEY BLVD.,NO,,
NEWVIEW TECHNOLOGIES INC,OSHKOSH,819 WEST  20TH STREET,YES,,
NEXAIR AVIONICS LLC,PLYMOUTH,"SOUTH MEADOW ROAD, SW1",YES,,
NEXGEN AVIATION KCWF LLC,LAKE CHARLES,3650 SENATOR J. BENNET JOHNSON AVE,NO,,
NEXGEN AVIATION SERVICES LLC,OXFORD,288 CHRISTIAN STREET,NO,,
NEXT LEVEL TESTING LLC,SELLERSBURG,7239 NOVA'S LANDING DRIVE,NO,,
NEXT MRO LLC,MIAMI GARDENS,15800 NW 49TH AVE.,NO,,
NEXTANT AEROSPACE LLC,CLEVELAND,18601 CLEVELAND PARKWAY,NO,,
NEXTEAM LAUNAGUET MACHINING,LAUNAGUET,7 IMPASSE DE LA FEUILLERAIE,NO,,
NEXTGEN AVIATION,COVINGTON,18169 MONGA DR,NO,,
NEXTGEN AVIATION KHSA LLC,KILN,7250 STENNIS AIRPORT RD,NO,,
NEXTGEN AVIATION SERVICES LLC,CHINO,8352 KIMBALL AVE. HANGAR 2,NO,,
NEXUS CLIMATE CONTROL,HOLLAND,146 GEURINK BLVD,NO,,
NFF AVIONICS SERVICES INC,ALIQUIPPA,115 CORPORATION DRIVE,NO,,
NI-CAD SYSTEMS INC,HAYWARD,25216 CYPRESS AVENUE,NO,,
NIACC-AVITECH TECHNOLOGIES INC,CLOVIS,245 W. DAKOTA AVE,NO,,
NICHOLSON MCLAREN AVIATION LTD,"FINCHAMPSTEAD, BERKSHI",12 IVANHOE ROAD,NO,,
NIGHT FLIGHT CONCEPTS INC,WACO,7805 KARL MAY DRIVE,NO,,
NIGHTHAWK FLIGHT SYSTEMS INC,VISTA,"1370 DECISION STREET, SUITE D",NO,,
NIICD AVIONICS,BOISE,3833 S. DEVELOPMENT AVE,NO,,
NITE TRAIN AVIATION,SMYRNA,810 BLUE ANGEL WAY,NO,,
NJS145 LLC,COLUMBUS,4111 BRIDGEWAY AVENUE,NO,,
NOBEL AEROSPACE LLC,DORAL,1532 NW 89TH COURT,NO,,
NOBLE TECHOPS INC,OPA LOCKA,14950 NW 44TH COURT,NO,,
NOR-RAL INC,CANTON,164 HICKORY SPRINGS INDUSTRIAL DRIV,NO,,
NORCAL AVIONICS LLC,WATSONVILLE,120 AVIATION WAY #4,YES,,
NORD-MICRO GMBH & CO KG,FRANKFURT,VICTOR SLOTOSCH STRASSE 20,NO,,
NORDAM EUROPE LTD,GWENT,3 HAWTIN PARK,NO,,
NORDIC AIRCRAFT SYSTEMS UAB,VILNIUS,METALO G. 2,NO,,
NOREAST AVIATION SERVICES,NEW BEDFORD,1475 AIRPORT ROAD,NO,,
NORTH AMERICAN AIRCRAFT SERVICE & ACCESSORIES LLC,SAN ANTONIO,300 FREDERICKSBURG,NO,,
NORTH AMERICAN BALLOON COMPANY LLC,BLOOMINGTON,2700 S. KIRBY ROAD,NO,,
NORTH BAY AVIATION,FAIRFIELD,"424 EXECUTIVE COURT NORTH, SUITE E",NO,,
NORTH COAST AIR CARE INC,AKRON,1600 TRIPLETT BLVD,NO,,
NORTH COAST AIR L L P,ERIE,HANGAR #5 1601 ASBURY ROAD,NO,,
NORTH COAST LANDING SYSTEMS INC,NORTH ROYALTON,13005 YORK DELTA DRIVE,NO,,
NORTH POLE PROPELLER,NORTH POLE,3481 DURHAM CIRCLE,NO,,
NORTH STAR AEROSPACE INC,AUBURN,"1307 WEST VALLEY HIGHWAY NORTH, SUI",NO,,
NORTH STAR AVIATION,MANKATO,3030 AIRPORT ROAD N.,NO,,
NORTH TEXAS TURBINES INC,ALVARADO,5308 BIG SIX STREET,NO,,
NORTHEAST AERO COMPRESSOR CORP,BOHEMIA,60 KEYLAND COURT,NO,,
NORTHEAST AIR INC,PORTLAND,1011 WESTBROOK STREET,YES,,
NORTHEAST OVERHAUL & REPAIR,BERLIN,40 NEW PARK DRIVE,NO,,
NORTHERN AIR MAINTENANCE SERVICES LLC,ANCHORAGE,6601 SOUTH AIRPARK PLACE,YES,,
NORTHERN LIGHTS AVIONICS INC,ANCHORAGE,940 MERRILL FIELD DRIVE,YES,,
NORTHERN NDT LLC,ROGERS,22015 BRENLY WAY,NO,,
NORTHROP GRUMMAN,MELBOURNE,"2000 WEST NASA BLVD.,",NO,,
NORTHROP GRUMMAN CORPORATION,ROLLING MEADOWS,600 HICKS ROAD,NO,,
,LAKE CHARLES,4400 SEN. J. B. JOHNSTON AVE.,NO,,
NORTHROP GRUMMAN LITEF GMBH,FREIBURG,LOERRACHER STRASSE 18,NO,,
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,"6411 W. IMPERIAL HIGHWAY, BUILDING",NO,,
NORTHROP GRUMMAN SYSTEMS CORPORATION,WOODLAND HILLS,21240 BURBANK BOULEVARD,NO,,
,DULLES,"23800 WINDSOCK DR, A140",NO,,
,MIDDLE RIVER,2828 STRAWBERRY POINT RD,NO,,
NORTHROP GRUMMAN TECHNICAL SERVICES INC,WARNER ROBINS,101 INDUSTRIAL PARK BLVD.,NO,,
NORTHSTAR AVIATION USA LLC,MELBOURNE,38 SUNTREE PLACE,NO,,
NORTHSTAR TECHNOLOGIES LLC,BRIDGEPORT,705 MASONIC DRIVE,NO,,
NORTHWEST AEROSPACE TECHNOLOGIES INC,EVERETT,415 RIVERSIDE ROAD,NO,,
NORTHWEST DYNAMICS INC,VANCOUVER,6709 NE 131 AVENUE,NO,,
NORTHWEST HELI STRUCTURES Inc,BELLINGHAM,3911 SPUR RIDGE LANE,NO,,
NORTHWEST HELICOPTERS INC,OLYMPIA,1000 85TH AVE SE,NO,,
NORTHWEST IP PARTNERS,MAPLE VALLEY,NORTHWEST IP PARTNERS,NO,,
NORTHWEST METROLOGY,BAKERSFIELD,3040 H STREET,NO,,
NORTHWEST PROPELLER SERVICE INC,PUYALLUP,PIERCE COUNTY AIRPORT,NO,,
NORVIC AERO ENGINES LTD,ST. NEOTS,"UNITS 4 & 5 LEVELLERS LANE, EYNESBU",NO,,
NOVA AVIONICS,MIDLOTHIAN,131 AIRPORT DRIVE,YES,,
NOVA CHROME INC,FRANKLIN PARK,3200 NORTH WOLF ROAD,NO,,
NOVEGA PRODUKTIONSSYSTEME GMBH,SULZBERG-SEE,GEWERBEPARK 2,NO,,
NOVINTEC,SULLY SUR LOIRE,CHEMIN DE LA PILLARDIERE,NO,,
NOVO AERO SERVICES LLC,ROYAL PALM BEACH,"100 ALDI WAY, UNIT 100",NO,,
NOYES ENTERPRISES,BROWNVILLE,22 NOYES LANE,NO,,
NSE,NIZEROLLES,LA GRAND CROIX,NO,,
NTE AVIATION LLC,LEWISVILLE,1800 WATERS RIDGE DR.,NO,,
NTN EUROPE,ARGONAY,ROUTE DU CHAMP FARCON,NO,,
NU TEK AIRCRAFT INSTRUMENTS,AUGUSTA,7169 SW SANTA FE LAKE ROAD,NO,,
NUANCE CONSULTING GROUP LLC,CELINA,1110 REDBUD STREET,NO,,
NULTON AVIATION SERVICES INC,JOHNSTOWN,469 AIRPORT ROAD,NO,,
O2 CORPORATION,WICHITA,235 NORTH WASHINGTON,NO,,
O'LEARY AVIATION INC,SIBLEY,"O'LEARY AVIATION, INC.",NO,,
OAKENHURST AIRCRAFT SERVICES LTD,RAYLEIGH,"CLAYDONS LANE,",NO,,
OASIS AVIATION MAINTENANCE,NEWNAN,52 DALE PEPPER DRIVE,NO,,
OBRIEN ENTERPRISES,SIGNAL HILL,2420 EAST 28TH STREET SUITE #2,NO,,
OCEAN AEROSPACE LLC,MELBOURNE,500 NORTH DRIVE,NO,,
OCR AVIATION,LONG BEACH,2721 E. SPRING STREET,NO,,
OECO LLC,MILWAUKIE,4607 SE INTERNATIONAL WAY,NO,,
OFFICE OF AIRCRAFT SERVICES,ANCHORAGE,4405 LEAR COURT,NO,,
OFFICINE MECCANICHE AERONAUTICHE SPA,FOLIGNO,VIA CAGLIARI 20,NO,,
OFFSHORE HELICOPTER SUPPORT SERVICES INC,BROUSSARD,105 DAIRY LANE,NO,,
OGMA-INDUSTRIA AERONAUTICA DE PORTUGAL S A,ALVERCA DO RIBATEJO,PARQUE AERONAUTICO DE ALVERCA,NO,,
OHIO AVIONICS,HAMILTON,"2820 BOB MEYER RD, HANGAR T6-I",NO,,
OHIO UNIVERSITY AIRCRAFT SERVICES,ALBANY,747 COLUMBIA ROAD,NO,,
OHIO UNIVERSITY AVIONICS ENGINEERING CENTER,ALBANY,AVIONICS ENGINEERING CENTER HANGAR,NO,,
OHLINGER INDUSTRIES INC,PHOENIX,1211 WEST MELINDA LANE,NO,,
OK AVIATION SERVICE SRO,PRIBRAM,AIRPORT PRIBRAM,NO,,
OKAYAMA AIR SERVICE CO LTD,"NARA CITY, Chiba",2F JAL NO. 1 HANGER,NO,,
OKLAHOMA CITY AIR LOGISTICS COMPLEX,TINKER AFB,OC-ALC REPAIR STATION #X2OR074B,NO,,
OLD CITY HELICOPTER SALES LLC,SAINT AUGUSTINE,4900 US 1 NORTH,NO,,
OLD SOUTH BALLOONING INC,PRAIRIEVILLE,18466 PLANTATION COURT,NO,,
OLMSTED INSTRUMENT CO,MIDDLETOWN,1401 STONERIDGE DRIVE,NO,,
OLYMPIA PROPELLER GOVERNOR LLC,OLYMPIA,4626 88TH AVE. SW,NO,,
OMAIR AVIONICS INC,JASPER,"193 PICKENS AIRPORT RD., SUITE H-14",NO,,
OMEGA AIRCRAFT SERVICES LLC,WEATHERFORD,2900 JIM COBB DRIVE,YES,,
OMNI AIRCRAFT MAINTENANCE LLC,TULSA,7501 E APACHE ST,YES,,
OMNI AIRCRAFT MAINTENANCE LLC,WESTHAMPTON,310 SHELDON WAY,NO,,YES
OMNIGAS SYSTEMS INC,MEDLEY,8140 N.W. 74TH AVENUE,NO,,
ON ALTITUDE LLC,KENOSHA,9870 W 52ND STREET,NO,,
ON THE BEAM AVIATION INC,HAMPTON,552 SPEEDWAY BLVD.,YES,,
ON WING LLC,WINCHESTER,511 AIRPORT ROAD,NO,,
ON-SITE AVIONICS LLC,LURAY,1098 AIRPORT ROAD,NO,,YES
ONBOARD SYSTEMS INTERNATIONAL,VANCOUVER,13915 NW 3RD COURT,NO,,
ONFLIGHT INC,CINCINNATI,4536 AIRPORT ROAD,NO,,
ONSITE AVIONICS LLC,WILLIS,12699 TIMBERLINE ESTATES DRIVE,NO,YES,
ONTIC ENGINEERING & MANUFACTURING UK LIMITED,CHELTENHAM,CLEEVE BUSINESS PARK,NO,,
ONTIC ENGINEERING AND MANUFACTURING ASIA PACIFIC P,SINGAPORE,1075 WEST CAMP ROAD,NO,,
ONTIC ENGINEERING AND MANUFACTURING INC,CHATSWORTH,20400 PLUMMER STREET,NO,,
OPTICAL DISPLAY ENGINEERING INC,MIRAMAR,9964 PREMIER PARKWAY,NO,,
OPTIMA AERO USA INC,GRAND PRAIRIE,2617 AVIATION PARKWAY,NO,,
ORACLE AVIATION LLC,OMAHA,12916 MILLARD AIRPORT PLAZA,YES,,
ORBIC HELICOPTERS SALES AND SERVICE AT CAMARILLO,CAMARILLO,777 AVIATION DRIVE,NO,,
ORBIT COMMUNICATION SYSTEMS INC,DEERFIELD BEACH,716 SOUTH MILITARY TRAIL,NO,,
ORBIT COMMUNICATION SYSTEMS LTD,NETANYA,8D HA'ZORAN ST.,NO,,
OREGON AERO INC,SCAPPOOSE,34020 SKYWAY DRIVE,NO,,
ORIENS MAINTENANCE SERVICES LIMITED,BIGGIN HILL,"HANGAR 170, CHURCHILL WAY",NO,,
ORIO AIR SERVICE SRL,ORIO AL SERIO,"VIA CAVOUR, 30",NO,,
ORLANDO AVIONICS CORP,ORLANDO,601 HUMPHRIES AVENUE,NO,,
OTONOMY AVIATION,MERIGNAC,9 RUE DES 29 AVIATEURS,NO,,
OTTO,CARPENTERSVILLE,2 E. MAIN ST.,NO,,
OTTO INSTRUMENT SERVICE INC,ONTARIO,1441 VALENCIA PLACE,YES,,
OTTOSEN PROPELLER AND ACCESSORIES INC,PHOENIX,105 S. 28TH ST.,NO,,
OVERHAUL ACCESSORY INC,MEDLEY,7319 NW 79TH TERRACE,NO,,
OVERHAUL SUPPORT SERVICES LLC,EAST GRANBY,5 CONNECTICUT SOUTH DRIVE,NO,,
OXIGENO V C SA DE CV,MEXICO CITY,"CAFETAL 426, COLONIA GRANJAS MEXICO",NO,,
OXLEY INC,BRANFORD,31 BUSINESS PARK DRIVE,NO,,
OZARK AEROWORKS LLC,SPRINGFIELD,3300 S GOLDEN AVE.,NO,,
PJ HELICOPTERS INC,RED BLUFF,903 LANGLEY WAY,NO,,
PT NUSANTARA TURBIN DAN PROPULSI,BANDUNG,JALAN PAJAJARAN 154 (KP IV),NO,,
P&WC COMPONENT REPAIRS (WICHITA FALLS),WICHITA FALLS,3101 HAMMON ROAD,NO,,
PAC SEATING SYSTEMS LLC,PALM CITY,"PAC SEATING SYSTEMS, LLC",NO,,
PAC WEST HELICOPTERS INC,REDDING,16607 CLEAR CREEK ROAD,NO,,
PACIFIC AERO TECH LLC,KENT,23413 66TH AVENUE SOUTH,NO,,
PACIFIC AERODYNAMIC INC,ORANGE,2390 NORTH AMERICAN WAY,NO,,
PACIFIC AEROSPACE LLC,SPARKS,1295 SPICE ISLAND DRIVE,NO,,
PACIFIC AIRCRAFT MAINTENANCE,SAN DIEGO,3301 NORTH HARBOR DR SUITE 122,NO,,
PACIFIC AIRPORT SERVICES,TAMUNING,GUAM INTERNATIONAL AIRPORT,NO,,
,DANDAN,SAIPAN INTERNATIONAL AIRPORT,NO,,
PACIFIC COAST AVIONICS CORPORATION,AURORA,22783 AIRPORT ROAD NE,NO,,
PACIFIC COAST ENTERPRISES INC,CARLSBAD,3513 SOMERSET WAY,NO,,
PACIFIC COAST RADIO INC,CEDAR CITY,2402 AVIATION WAY,NO,,
PACIFIC CONTINENTAL ENGINES INC,SIMI VALLEY,21 WEST EASY STREET,YES,,
PACIFIC OIL COOLER SERVICE INC,LA VERNE,1677 CURTISS COURT,NO,,
PACIFIC PROPELLER INTERNATIONAL LLC,KENT,5802 S. 228TH ST.,NO,,
PACIFIC SCIENTIFIC COMPANY,MIAMI,"11700 NW 102ND ROAD, SUITE 6",NO,,
PACIFIC SKY SUPPLY INC,SUN VALLEY,8230 SAN FERNANDO ROAD,NO,,
PACIFIC STATES AVIATION INC,CONCORD,101 JOHN GLENN DRIVE,NO,,
PACWEST INSTRUMENT LABS INC,CORONA,1721 RAILROAD ST,NO,,
PAIT AVIATION SERVICES INC,SMITHFIELD,5244 LAGRANGE ROAD,NO,,
